Date;Time;Distance;VertDev;HorzDev;Headroll;Gradient;PresCutter;F Jacks;RPMCutter;Speed;PresSlurry;WayCyl1;WayCyl2;WayCyl3;PresCyl1;PresCyl2;PresCyl3;Pres Jacks;User;Laser
 01:02:17;07:48:36;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:49:07;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:49:38;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:50:09;12.80;301.0;300.0;0.0;20.0;0.0;9.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;PT  ;No Laser
 01:02:17;07:50:40;12.80;301.0;300.0;0.0;20.0;0.0;9.3;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.6;PT  ;No Laser
 01:02:17;07:51:11;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:51:42;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:52:13;12.80;301.0;300.0;0.0;20.0;0.0;10.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9;PT  ;No Laser
 01:02:17;07:52:44;12.80;301.0;300.0;0.0;20.0;0.0;17.4;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.6;PT  ;No Laser
 01:02:17;07:53:15;12.80;301.0;300.0;0.0;20.0;0.0;13.5;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;PT  ;No Laser
 01:02:17;07:53:48;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:54:18;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:54:49;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:55:20;12.80;301.0;300.0;0.0;20.0;0.0;3.3;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;PT  ;No Laser
 01:02:17;07:55:51;12.80;301.0;300.0;0.0;20.0;0.0;12.9;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.4;PT  ;No Laser
 01:02:17;07:56:22;12.80;301.0;300.0;0.0;20.0;0.0;104.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;51.4;PT  ;No Laser
 01:02:17;07:56:53;12.80;301.0;300.0;0.0;20.0;0.0;6.2;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1;PT  ;No Laser
 01:02:17;07:57:31;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:58:02;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:58:33;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;07:59:04;12.80;301.0;300.0;0.0;20.0;0.0;10.7;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3;PT  ;No Laser
 01:02:17;07:59:35;12.80;301.0;300.0;0.0;20.0;0.0;24.9;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.3;PT  ;No Laser
 01:02:17;08:00:06;12.80;301.0;300.0;0.0;20.0;0.0;14.8;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3;PT  ;No Laser
 01:02:17;08:00:37;12.80;301.0;300.0;0.0;20.0;0.0;11.8;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8;PT  ;No Laser
 01:02:17;08:01:08;12.80;301.0;300.0;0.0;20.0;0.0;10.3;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1;PT  ;No Laser
 01:02:17;08:01:39;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;08:02:12;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;08:02:42;12.80;301.0;300.0;0.0;20.0;0.0;5.3;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6;PT  ;No Laser
 01:02:17;08:03:13;12.80;301.0;300.0;0.0;20.0;0.0;72.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;35.5;PT  ;No Laser
 01:02:17;08:03:44;12.80;301.0;300.0;0.0;20.0;0.0;69.7;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;PT  ;No Laser
 01:02:17;08:04:15;12.80;301.0;300.0;0.0;20.0;0.0;4.7;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;PT  ;No Laser
 01:02:17;08:04:46;12.80;301.0;300.0;0.0;20.0;0.0;30.2;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.9;PT  ;No Laser
 01:02:17;08:05:17;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;08:05:48;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;08:06:19;12.80;301.0;300.0;0.0;20.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;PT  ;No Laser
 01:02:17;08:06:50;12.80;301.0;300.0;0.0;20.0;0.0;72.3;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;35.7;PT  ;No Laser
 01:02:17;08:07:21;12.80;301.0;300.0;0.0;20.0;0.0;4.5;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2;PT  ;No Laser
